date,year,month,week_number,district,market,crop,price_rs_kg,season,season_encoded,extent_ha,production_t,yield_t_per_ha,annual_extent_ha,annual_production_t,annual_yield_t_per_ha,seasonal_extent_ha,seasonal_production_t,seasonal_yield_t_per_ha,agstat_source_used
12/17/2021,2021,12,51,nuwaraeliya,nuwaraeliya,carrots,447,Maha,1,4214,95417,22.64,4214,95417,22.64285714,,,,annual
12/17/2021,2021,12,51,nuwaraeliya,nuwaraeliya,chili,840,Maha,1,12301,68565,5.57,,,,,,,existing_base
12/17/2021,2021,12,51,nuwaraeliya,nuwaraeliya,eggplants,288,Maha,1,10723,129516,12.08,10723,129516,12.07833629,,,,annual
12/17/2021,2021,12,51,nuwaraeliya,nuwaraeliya,pumpkin,68,Maha,1,7895,110150,13.95,7895,110150,13.95186827,,,,annual
12/17/2021,2021,12,51,nuwaraeliya,nuwaraeliya,snake gourd,228,Maha,1,3096,34809,11.24,3096,34809,11.24321705,,,,annual
12/17/2021,2021,12,51,nuwaraeliya,nuwaraeliya,tomatoes,192,Maha,1,6231,89669,14.39,6231,89669,14.390788,,,,annual
12/17/2021,2021,12,51,puttalam,puttalam,cabbage,270,Maha,1,4825,129107,26.76,4825,129107,26.75792746,,,,annual
12/17/2021,2021,12,51,puttalam,puttalam,chili,640,Maha,1,12301,68565,5.57,,,,,,,existing_base
12/17/2021,2021,12,51,puttalam,puttalam,eggplants,252,Maha,1,10723,129516,12.08,10723,129516,12.07833629,,,,annual
12/17/2021,2021,12,51,puttalam,puttalam,pumpkin,58,Maha,1,7895,110150,13.95,7895,110150,13.95186827,,,,annual
12/17/2021,2021,12,51,puttalam,puttalam,snake gourd,236,Maha,1,3096,34809,11.24,3096,34809,11.24321705,,,,annual
12/17/2021,2021,12,51,puttalam,puttalam,tomatoes,324,Maha,1,6231,89669,14.39,6231,89669,14.390788,,,,annual
12/17/2021,2021,12,51,thambuththegama,thambuththegama,beans,366,Maha,1,7597,76864,10.12,7597,76864,10.11767803,,,,annual
12/17/2021,2021,12,51,thambuththegama,thambuththegama,cabbage,282,Maha,1,4825,129107,26.76,4825,129107,26.75792746,,,,annual
12/17/2021,2021,12,51,thambuththegama,thambuththegama,carrots,454,Maha,1,4214,95417,22.64,4214,95417,22.64285714,,,,annual
12/17/2021,2021,12,51,thambuththegama,thambuththegama,chili,825.7142857,Maha,1,12301,68565,5.57,,,,,,,existing_base
12/17/2021,2021,12,51,thambuththegama,thambuththegama,eggplants,250,Maha,1,10723,129516,12.08,10723,129516,12.07833629,,,,annual
12/17/2021,2021,12,51,thambuththegama,thambuththegama,pumpkin,45,Maha,1,7895,110150,13.95,7895,110150,13.95186827,,,,annual
12/17/2021,2021,12,51,thambuththegama,thambuththegama,snake gourd,202,Maha,1,3096,34809,11.24,3096,34809,11.24321705,,,,annual
12/17/2021,2021,12,51,thambuththegama,thambuththegama,tomatoes,188,Maha,1,6231,89669,14.39,6231,89669,14.390788,,,,annual
12/24/2021,2021,12,52,colombo,colombo,beans,365,Maha,1,7597,76864,10.12,7597,76864,10.11767803,,,,annual
12/24/2021,2021,12,52,colombo,colombo,cabbage,293,Maha,1,4825,129107,26.76,4825,129107,26.75792746,,,,annual
12/24/2021,2021,12,52,colombo,colombo,carrots,386,Maha,1,4214,95417,22.64,4214,95417,22.64285714,,,,annual
12/24/2021,2021,12,52,colombo,colombo,chili,828,Maha,1,12301,68565,5.57,,,,,,,existing_base
12/24/2021,2021,12,52,colombo,colombo,eggplants,309,Maha,1,10723,129516,12.08,10723,129516,12.07833629,,,,annual
12/24/2021,2021,12,52,colombo,colombo,pumpkin,66.5,Maha,1,7895,110150,13.95,7895,110150,13.95186827,,,,annual
12/24/2021,2021,12,52,colombo,colombo,snake gourd,244,Maha,1,3096,34809,11.24,3096,34809,11.24321705,,,,annual
12/24/2021,2021,12,52,colombo,colombo,tomatoes,206,Maha,1,6231,89669,14.39,6231,89669,14.390788,,,,annual
1/1/2022,2022,1,1,colombo,colombo,beans,339,Maha,1,6484,68182,10.52,6484,68182,10.51542258,,,,annual
1/1/2022,2022,1,1,colombo,colombo,cabbage,343,Maha,1,4547,116662,25.66,4547,116662,25.65691665,,,,annual
1/1/2022,2022,1,1,colombo,colombo,carrots,436,Maha,1,3786,77179,20.39,3786,77179,20.38536714,,,,annual
1/1/2022,2022,1,1,colombo,colombo,chili,877,Maha,1,12095,63035,5.21,,,,,,,existing_base
1/1/2022,2022,1,1,colombo,colombo,eggplants,302,Maha,1,10772,128249,11.91,10772,128249,11.90577423,,,,annual
1/1/2022,2022,1,1,colombo,colombo,pumpkin,72.5,Maha,1,6896,99714,14.46,6896,99714,14.45968677,,,,annual
1/1/2022,2022,1,1,colombo,colombo,snake gourd,241,Maha,1,2600,31196,12,2600,31196,11.99846154,,,,annual
1/1/2022,2022,1,1,colombo,colombo,tomatoes,167,Maha,1,5893,88081,14.95,5893,88081,14.94671644,,,,annual
1/1/2022,2022,1,1,dambulla,dambulla,beans,158,Maha,1,6484,68182,10.52,6484,68182,10.51542258,,,,annual
1/1/2022,2022,1,1,dambulla,dambulla,cabbage,270,Maha,1,4547,116662,25.66,4547,116662,25.65691665,,,,annual
1/1/2022,2022,1,1,dambulla,dambulla,carrots,348,Maha,1,3786,77179,20.39,3786,77179,20.38536714,,,,annual
1/1/2022,2022,1,1,dambulla,dambulla,chili,870,Maha,1,12095,63035,5.21,,,,,,,existing_base
1/1/2022,2022,1,1,dambulla,dambulla,eggplants,260,Maha,1,10772,128249,11.91,10772,128249,11.90577423,,,,annual
1/1/2022,2022,1,1,dambulla,dambulla,pumpkin,62,Maha,1,6896,99714,14.46,6896,99714,14.45968677,,,,annual
1/1/2022,2022,1,1,dambulla,dambulla,snake gourd,194,Maha,1,2600,31196,12,2600,31196,11.99846154,,,,annual
1/1/2022,2022,1,1,dambulla,dambulla,tomatoes,114,Maha,1,5893,88081,14.95,5893,88081,14.94671644,,,,annual
1/1/2022,2022,1,1,kandy,kandy,beans,190,Maha,1,6484,68182,10.52,6484,68182,10.51542258,,,,annual
1/1/2022,2022,1,1,kandy,kandy,cabbage,272,Maha,1,4547,116662,25.66,4547,116662,25.65691665,,,,annual
1/1/2022,2022,1,1,kandy,kandy,carrots,364,Maha,1,3786,77179,20.39,3786,77179,20.38536714,,,,annual
1/1/2022,2022,1,1,kandy,kandy,chili,824,Maha,1,12095,63035,5.21,,,,,,,existing_base
1/1/2022,2022,1,1,kandy,kandy,eggplants,284,Maha,1,10772,128249,11.91,10772,128249,11.90577423,,,,annual
1/1/2022,2022,1,1,kandy,kandy,pumpkin,72,Maha,1,6896,99714,14.46,6896,99714,14.45968677,,,,annual
1/1/2022,2022,1,1,kandy,kandy,snake gourd,204,Maha,1,2600,31196,12,2600,31196,11.99846154,,,,annual
1/1/2022,2022,1,1,kandy,kandy,tomatoes,140,Maha,1,5893,88081,14.95,5893,88081,14.94671644,,,,annual
1/1/2022,2022,1,1,keppetipola,keppetipola,beans,186,Maha,1,6484,68182,10.52,6484,68182,10.51542258,,,,annual
1/1/2022,2022,1,1,keppetipola,keppetipola,cabbage,246,Maha,1,4547,116662,25.66,4547,116662,25.65691665,,,,annual
1/1/2022,2022,1,1,keppetipola,keppetipola,carrots,348,Maha,1,3786,77179,20.39,3786,77179,20.38536714,,,,annual
1/1/2022,2022,1,1,keppetipola,keppetipola,chili,880,Maha,1,12095,63035,5.21,,,,,,,existing_base
1/1/2022,2022,1,1,keppetipola,keppetipola,eggplants,264,Maha,1,10772,128249,11.91,10772,128249,11.90577423,,,,annual
1/1/2022,2022,1,1,keppetipola,keppetipola,pumpkin,72,Maha,1,6896,99714,14.46,6896,99714,14.45968677,,,,annual
1/1/2022,2022,1,1,keppetipola,keppetipola,snake gourd,210,Maha,1,2600,31196,12,2600,31196,11.99846154,,,,annual
1/1/2022,2022,1,1,keppetipola,keppetipola,tomatoes,170,Maha,1,5893,88081,14.95,5893,88081,14.94671644,,,,annual
1/1/2022,2022,1,1,meegoda,meegoda,beans,225,Maha,1,6484,68182,10.52,6484,68182,10.51542258,,,,annual
1/1/2022,2022,1,1,meegoda,meegoda,cabbage,308,Maha,1,4547,116662,25.66,4547,116662,25.65691665,,,,annual
1/1/2022,2022,1,1,meegoda,meegoda,carrots,436,Maha,1,3786,77179,20.39,3786,77179,20.38536714,,,,annual
1/1/2022,2022,1,1,meegoda,meegoda,chili,956,Maha,1,12095,63035,5.21,,,,,,,existing_base
1/1/2022,2022,1,1,meegoda,meegoda,eggplants,302,Maha,1,10772,128249,11.91,10772,128249,11.90577423,,,,annual
1/1/2022,2022,1,1,meegoda,meegoda,pumpkin,72,Maha,1,6896,99714,14.46,6896,99714,14.45968677,,,,annual
1/1/2022,2022,1,1,meegoda,meegoda,snake gourd,200,Maha,1,2600,31196,12,2600,31196,11.99846154,,,,annual
1/1/2022,2022,1,1,meegoda,meegoda,tomatoes,150,Maha,1,5893,88081,14.95,5893,88081,14.94671644,,,,annual
1/1/2022,2022,1,1,nuwaraeliya,nuwaraeliya,beans,190,Maha,1,6484,68182,10.52,6484,68182,10.51542258,,,,annual
1/1/2022,2022,1,1,nuwaraeliya,nuwaraeliya,cabbage,316,Maha,1,4547,116662,25.66,4547,116662,25.65691665,,,,annual
1/1/2022,2022,1,1,nuwaraeliya,nuwaraeliya,carrots,416,Maha,1,3786,77179,20.39,3786,77179,20.38536714,,,,annual
1/1/2022,2022,1,1,nuwaraeliya,nuwaraeliya,chili,870,Maha,1,12095,63035,5.21,,,,,,,existing_base
1/1/2022,2022,1,1,nuwaraeliya,nuwaraeliya,eggplants,266,Maha,1,10772,128249,11.91,10772,128249,11.90577423,,,,annual
1/1/2022,2022,1,1,nuwaraeliya,nuwaraeliya,pumpkin,76,Maha,1,6896,99714,14.46,6896,99714,14.45968677,,,,annual
1/1/2022,2022,1,1,nuwaraeliya,nuwaraeliya,snake gourd,226,Maha,1,2600,31196,12,2600,31196,11.99846154,,,,annual
1/1/2022,2022,1,1,nuwaraeliya,nuwaraeliya,tomatoes,166,Maha,1,5893,88081,14.95,5893,88081,14.94671644,,,,annual
1/1/2022,2022,1,1,puttalam,puttalam,cabbage,226,Maha,1,4547,116662,25.66,4547,116662,25.65691665,,,,annual
1/1/2022,2022,1,1,puttalam,puttalam,chili,610,Maha,1,12095,63035,5.21,,,,,,,existing_base
1/1/2022,2022,1,1,puttalam,puttalam,eggplants,294,Maha,1,10772,128249,11.91,10772,128249,11.90577423,,,,annual
1/1/2022,2022,1,1,puttalam,puttalam,pumpkin,55,Maha,1,6896,99714,14.46,6896,99714,14.45968677,,,,annual
1/1/2022,2022,1,1,puttalam,puttalam,snake gourd,218,Maha,1,2600,31196,12,2600,31196,11.99846154,,,,annual
1/1/2022,2022,1,1,thambuththegama,thambuththegama,beans,276,Maha,1,6484,68182,10.52,6484,68182,10.51542258,,,,annual
1/1/2022,2022,1,1,thambuththegama,thambuththegama,cabbage,262,Maha,1,4547,116662,25.66,4547,116662,25.65691665,,,,annual
1/1/2022,2022,1,1,thambuththegama,thambuththegama,carrots,432,Maha,1,3786,77179,20.39,3786,77179,20.38536714,,,,annual
1/1/2022,2022,1,1,thambuththegama,thambuththegama,chili,850,Maha,1,12095,63035,5.21,,,,,,,existing_base
1/1/2022,2022,1,1,thambuththegama,thambuththegama,eggplants,256,Maha,1,10772,128249,11.91,10772,128249,11.90577423,,,,annual
1/1/2022,2022,1,1,thambuththegama,thambuththegama,pumpkin,49,Maha,1,6896,99714,14.46,6896,99714,14.45968677,,,,annual
1/1/2022,2022,1,1,thambuththegama,thambuththegama,snake gourd,168,Maha,1,2600,31196,12,2600,31196,11.99846154,,,,annual
1/1/2022,2022,1,1,thambuththegama,thambuththegama,tomatoes,164,Maha,1,5893,88081,14.95,5893,88081,14.94671644,,,,annual
1/8/2022,2022,1,2,colombo,colombo,beans,251,Maha,1,6484,68182,10.52,6484,68182,10.51542258,,,,annual
1/8/2022,2022,1,2,colombo,colombo,cabbage,199,Maha,1,4547,116662,25.66,4547,116662,25.65691665,,,,annual
1/8/2022,2022,1,2,colombo,colombo,carrots,319,Maha,1,3786,77179,20.39,3786,77179,20.38536714,,,,annual
1/8/2022,2022,1,2,colombo,colombo,chili,524,Maha,1,12095,63035,5.21,,,,,,,existing_base
1/8/2022,2022,1,2,colombo,colombo,eggplants,243,Maha,1,10772,128249,11.91,10772,128249,11.90577423,,,,annual
1/8/2022,2022,1,2,colombo,colombo,pumpkin,78,Maha,1,6896,99714,14.46,6896,99714,14.45968677,,,,annual
1/8/2022,2022,1,2,colombo,colombo,snake gourd,214,Maha,1,2600,31196,12,2600,31196,11.99846154,,,,annual
1/8/2022,2022,1,2,colombo,colombo,tomatoes,151,Maha,1,5893,88081,14.95,5893,88081,14.94671644,,,,annual
1/8/2022,2022,1,2,dambulla,dambulla,beans,248,Maha,1,6484,68182,10.52,6484,68182,10.51542258,,,,annual
1/8/2022,2022,1,2,dambulla,dambulla,cabbage,162,Maha,1,4547,116662,25.66,4547,116662,25.65691665,,,,annual
1/8/2022,2022,1,2,dambulla,dambulla,carrots,246,Maha,1,3786,77179,20.39,3786,77179,20.38536714,,,,annual
1/8/2022,2022,1,2,dambulla,dambulla,chili,500,Maha,1,12095,63035,5.21,,,,,,,existing_base
1/8/2022,2022,1,2,dambulla,dambulla,eggplants,270,Maha,1,10772,128249,11.91,10772,128249,11.90577423,,,,annual
1/8/2022,2022,1,2,dambulla,dambulla,pumpkin,84,Maha,1,6896,99714,14.46,6896,99714,14.45968677,,,,annual
1/8/2022,2022,1,2,dambulla,dambulla,snake gourd,158,Maha,1,2600,31196,12,2600,31196,11.99846154,,,,annual
1/8/2022,2022,1,2,dambulla,dambulla,tomatoes,124,Maha,1,5893,88081,14.95,5893,88081,14.94671644,,,,annual
1/8/2022,2022,1,2,kandy,kandy,beans,280,Maha,1,6484,68182,10.52,6484,68182,10.51542258,,,,annual
1/8/2022,2022,1,2,kandy,kandy,cabbage,200,Maha,1,4547,116662,25.66,4547,116662,25.65691665,,,,annual
1/8/2022,2022,1,2,kandy,kandy,carrots,310,Maha,1,3786,77179,20.39,3786,77179,20.38536714,,,,annual
1/8/2022,2022,1,2,kandy,kandy,chili,676,Maha,1,12095,63035,5.21,,,,,,,existing_base
1/8/2022,2022,1,2,kandy,kandy,eggplants,268,Maha,1,10772,128249,11.91,10772,128249,11.90577423,,,,annual
1/8/2022,2022,1,2,kandy,kandy,pumpkin,85,Maha,1,6896,99714,14.46,6896,99714,14.45968677,,,,annual
1/8/2022,2022,1,2,kandy,kandy,snake gourd,164,Maha,1,2600,31196,12,2600,31196,11.99846154,,,,annual
1/8/2022,2022,1,2,kandy,kandy,tomatoes,124,Maha,1,5893,88081,14.95,5893,88081,14.94671644,,,,annual
1/8/2022,2022,1,2,keppetipola,keppetipola,beans,276,Maha,1,6484,68182,10.52,6484,68182,10.51542258,,,,annual
1/8/2022,2022,1,2,keppetipola,keppetipola,cabbage,134,Maha,1,4547,116662,25.66,4547,116662,25.65691665,,,,annual
1/8/2022,2022,1,2,keppetipola,keppetipola,carrots,248,Maha,1,3786,77179,20.39,3786,77179,20.38536714,,,,annual
1/8/2022,2022,1,2,keppetipola,keppetipola,chili,520,Maha,1,12095,63035,5.21,,,,,,,existing_base
1/8/2022,2022,1,2,keppetipola,keppetipola,eggplants,268,Maha,1,10772,128249,11.91,10772,128249,11.90577423,,,,annual
1/8/2022,2022,1,2,keppetipola,keppetipola,pumpkin,72,Maha,1,6896,99714,14.46,6896,99714,14.45968677,,,,annual
1/8/2022,2022,1,2,keppetipola,keppetipola,snake gourd,174,Maha,1,2600,31196,12,2600,31196,11.99846154,,,,annual
1/8/2022,2022,1,2,keppetipola,keppetipola,tomatoes,112,Maha,1,5893,88081,14.95,5893,88081,14.94671644,,,,annual
1/8/2022,2022,1,2,meegoda,meegoda,beans,355,Maha,1,6484,68182,10.52,6484,68182,10.51542258,,,,annual
1/8/2022,2022,1,2,meegoda,meegoda,cabbage,188,Maha,1,4547,116662,25.66,4547,116662,25.65691665,,,,annual
1/8/2022,2022,1,2,meegoda,meegoda,carrots,348,Maha,1,3786,77179,20.39,3786,77179,20.38536714,,,,annual
1/8/2022,2022,1,2,meegoda,meegoda,chili,572,Maha,1,12095,63035,5.21,,,,,,,existing_base
1/8/2022,2022,1,2,meegoda,meegoda,eggplants,266,Maha,1,10772,128249,11.91,10772,128249,11.90577423,,,,annual
1/8/2022,2022,1,2,meegoda,meegoda,pumpkin,89,Maha,1,6896,99714,14.46,6896,99714,14.45968677,,,,annual
1/8/2022,2022,1,2,meegoda,meegoda,snake gourd,206.6666667,Maha,1,2600,31196,12,2600,31196,11.99846154,,,,annual
1/8/2022,2022,1,2,meegoda,meegoda,tomatoes,152,Maha,1,5893,88081,14.95,5893,88081,14.94671644,,,,annual
1/8/2022,2022,1,2,nuwaraeliya,nuwaraeliya,beans,255,Maha,1,6484,68182,10.52,6484,68182,10.51542258,,,,annual
1/8/2022,2022,1,2,nuwaraeliya,nuwaraeliya,cabbage,164,Maha,1,4547,116662,25.66,4547,116662,25.65691665,,,,annual
1/8/2022,2022,1,2,nuwaraeliya,nuwaraeliya,carrots,326,Maha,1,3786,77179,20.39,3786,77179,20.38536714,,,,annual
1/8/2022,2022,1,2,nuwaraeliya,nuwaraeliya,chili,580,Maha,1,12095,63035,5.21,,,,,,,existing_base
1/8/2022,2022,1,2,nuwaraeliya,nuwaraeliya,eggplants,266,Maha,1,10772,128249,11.91,10772,128249,11.90577423,,,,annual
1/8/2022,2022,1,2,nuwaraeliya,nuwaraeliya,pumpkin,84,Maha,1,6896,99714,14.46,6896,99714,14.45968677,,,,annual
1/8/2022,2022,1,2,nuwaraeliya,nuwaraeliya,snake gourd,166,Maha,1,2600,31196,12,2600,31196,11.99846154,,,,annual
1/8/2022,2022,1,2,nuwaraeliya,nuwaraeliya,tomatoes,142,Maha,1,5893,88081,14.95,5893,88081,14.94671644,,,,annual
1/8/2022,2022,1,2,puttalam,puttalam,cabbage,180,Maha,1,4547,116662,25.66,4547,116662,25.65691665,,,,annual
1/8/2022,2022,1,2,puttalam,puttalam,chili,456,Maha,1,12095,63035,5.21,,,,,,,existing_base
1/8/2022,2022,1,2,puttalam,puttalam,eggplants,288,Maha,1,10772,128249,11.91,10772,128249,11.90577423,,,,annual
1/8/2022,2022,1,2,puttalam,puttalam,pumpkin,52,Maha,1,6896,99714,14.46,6896,99714,14.45968677,,,,annual
1/8/2022,2022,1,2,puttalam,puttalam,snake gourd,218,Maha,1,2600,31196,12,2600,31196,11.99846154,,,,annual
1/8/2022,2022,1,2,puttalam,puttalam,tomatoes,193.3333333,Maha,1,5893,88081,14.95,5893,88081,14.94671644,,,,annual
1/8/2022,2022,1,2,thambuththegama,thambuththegama,beans,308,Maha,1,6484,68182,10.52,6484,68182,10.51542258,,,,annual
1/8/2022,2022,1,2,thambuththegama,thambuththegama,cabbage,174,Maha,1,4547,116662,25.66,4547,116662,25.65691665,,,,annual
1/8/2022,2022,1,2,thambuththegama,thambuththegama,carrots,320,Maha,1,3786,77179,20.39,3786,77179,20.38536714,,,,annual
1/8/2022,2022,1,2,thambuththegama,thambuththegama,chili,508.3333333,Maha,1,12095,63035,5.21,,,,,,,existing_base
1/8/2022,2022,1,2,thambuththegama,thambuththegama,eggplants,246,Maha,1,10772,128249,11.91,10772,128249,11.90577423,,,,annual
1/8/2022,2022,1,2,thambuththegama,thambuththegama,pumpkin,59,Maha,1,6896,99714,14.46,6896,99714,14.45968677,,,,annual
1/8/2022,2022,1,2,thambuththegama,thambuththegama,snake gourd,142,Maha,1,2600,31196,12,2600,31196,11.99846154,,,,annual
1/8/2022,2022,1,2,thambuththegama,thambuththegama,tomatoes,116,Maha,1,5893,88081,14.95,5893,88081,14.94671644,,,,annual
1/15/2022,2022,1,3,colombo,colombo,beans,322.2222222,Maha,1,6484,68182,10.52,6484,68182,10.51542258,,,,annual
1/15/2022,2022,1,3,colombo,colombo,cabbage,209.4444444,Maha,1,4547,116662,25.66,4547,116662,25.65691665,,,,annual
1/15/2022,2022,1,3,colombo,colombo,carrots,372.2222222,Maha,1,3786,77179,20.39,3786,77179,20.38536714,,,,annual
1/15/2022,2022,1,3,colombo,colombo,chili,463.3333333,Maha,1,12095,63035,5.21,,,,,,,existing_base
1/15/2022,2022,1,3,colombo,colombo,eggplants,241.1111111,Maha,1,10772,128249,11.91,10772,128249,11.90577423,,,,annual
1/15/2022,2022,1,3,colombo,colombo,pumpkin,113.3333333,Maha,1,6896,99714,14.46,6896,99714,14.45968677,,,,annual
1/15/2022,2022,1,3,colombo,colombo,snake gourd,200,Maha,1,2600,31196,12,2600,31196,11.99846154,,,,annual
1/15/2022,2022,1,3,colombo,colombo,tomatoes,152.2222222,Maha,1,5893,88081,14.95,5893,88081,14.94671644,,,,annual
1/15/2022,2022,1,3,dambulla,dambulla,beans,300,Maha,1,6484,68182,10.52,6484,68182,10.51542258,,,,annual
1/15/2022,2022,1,3,dambulla,dambulla,cabbage,166,Maha,1,4547,116662,25.66,4547,116662,25.65691665,,,,annual
1/15/2022,2022,1,3,dambulla,dambulla,carrots,332,Maha,1,3786,77179,20.39,3786,77179,20.38536714,,,,annual
1/15/2022,2022,1,3,dambulla,dambulla,chili,406,Maha,1,12095,63035,5.21,,,,,,,existing_base
1/15/2022,2022,1,3,dambulla,dambulla,eggplants,168,Maha,1,10772,128249,11.91,10772,128249,11.90577423,,,,annual
1/15/2022,2022,1,3,dambulla,dambulla,pumpkin,118,Maha,1,6896,99714,14.46,6896,99714,14.45968677,,,,annual
1/15/2022,2022,1,3,dambulla,dambulla,snake gourd,154,Maha,1,2600,31196,12,2600,31196,11.99846154,,,,annual
1/15/2022,2022,1,3,dambulla,dambulla,tomatoes,92,Maha,1,5893,88081,14.95,5893,88081,14.94671644,,,,annual
1/15/2022,2022,1,3,kandy,kandy,beans,334,Maha,1,6484,68182,10.52,6484,68182,10.51542258,,,,annual
1/15/2022,2022,1,3,kandy,kandy,cabbage,190,Maha,1,4547,116662,25.66,4547,116662,25.65691665,,,,annual
1/15/2022,2022,1,3,kandy,kandy,carrots,390,Maha,1,3786,77179,20.39,3786,77179,20.38536714,,,,annual
1/15/2022,2022,1,3,kandy,kandy,chili,464,Maha,1,12095,63035,5.21,,,,,,,existing_base
1/15/2022,2022,1,3,kandy,kandy,eggplants,246,Maha,1,10772,128249,11.91,10772,128249,11.90577423,,,,annual
1/15/2022,2022,1,3,kandy,kandy,pumpkin,110,Maha,1,6896,99714,14.46,6896,99714,14.45968677,,,,annual
1/15/2022,2022,1,3,kandy,kandy,snake gourd,170,Maha,1,2600,31196,12,2600,31196,11.99846154,,,,annual
1/15/2022,2022,1,3,kandy,kandy,tomatoes,106,Maha,1,5893,88081,14.95,5893,88081,14.94671644,,,,annual
1/15/2022,2022,1,3,keppetipola,keppetipola,beans,292,Maha,1,6484,68182,10.52,6484,68182,10.51542258,,,,annual
1/15/2022,2022,1,3,keppetipola,keppetipola,cabbage,146,Maha,1,4547,116662,25.66,4547,116662,25.65691665,,,,annual
1/15/2022,2022,1,3,keppetipola,keppetipola,carrots,320,Maha,1,3786,77179,20.39,3786,77179,20.38536714,,,,annual
1/15/2022,2022,1,3,keppetipola,keppetipola,chili,370,Maha,1,12095,63035,5.21,,,,,,,existing_base
1/15/2022,2022,1,3,keppetipola,keppetipola,eggplants,172,Maha,1,10772,128249,11.91,10772,128249,11.90577423,,,,annual
1/15/2022,2022,1,3,keppetipola,keppetipola,pumpkin,124,Maha,1,6896,99714,14.46,6896,99714,14.45968677,,,,annual
1/15/2022,2022,1,3,keppetipola,keppetipola,snake gourd,174,Maha,1,2600,31196,12,2600,31196,11.99846154,,,,annual
1/15/2022,2022,1,3,keppetipola,keppetipola,tomatoes,102,Maha,1,5893,88081,14.95,5893,88081,14.94671644,,,,annual
1/15/2022,2022,1,3,meegoda,meegoda,beans,392.5,Maha,1,6484,68182,10.52,6484,68182,10.51542258,,,,annual
1/15/2022,2022,1,3,meegoda,meegoda,cabbage,204,Maha,1,4547,116662,25.66,4547,116662,25.65691665,,,,annual
1/15/2022,2022,1,3,meegoda,meegoda,carrots,418,Maha,1,3786,77179,20.39,3786,77179,20.38536714,,,,annual
1/15/2022,2022,1,3,meegoda,meegoda,chili,490,Maha,1,12095,63035,5.21,,,,,,,existing_base
1/15/2022,2022,1,3,meegoda,meegoda,eggplants,208,Maha,1,10772,128249,11.91,10772,128249,11.90577423,,,,annual
1/15/2022,2022,1,3,meegoda,meegoda,pumpkin,142,Maha,1,6896,99714,14.46,6896,99714,14.45968677,,,,annual
1/15/2022,2022,1,3,meegoda,meegoda,snake gourd,200,Maha,1,2600,31196,12,2600,31196,11.99846154,,,,annual
1/15/2022,2022,1,3,meegoda,meegoda,tomatoes,144,Maha,1,5893,88081,14.95,5893,88081,14.94671644,,,,annual
1/15/2022,2022,1,3,nuwaraeliya,nuwaraeliya,beans,342,Maha,1,6484,68182,10.52,6484,68182,10.51542258,,,,annual
1/15/2022,2022,1,3,nuwaraeliya,nuwaraeliya,cabbage,176,Maha,1,4547,116662,25.66,4547,116662,25.65691665,,,,annual
1/15/2022,2022,1,3,nuwaraeliya,nuwaraeliya,carrots,372,Maha,1,3786,77179,20.39,3786,77179,20.38536714,,,,annual
1/15/2022,2022,1,3,nuwaraeliya,nuwaraeliya,chili,400,Maha,1,12095,63035,5.21,,,,,,,existing_base
1/15/2022,2022,1,3,nuwaraeliya,nuwaraeliya,eggplants,190,Maha,1,10772,128249,11.91,10772,128249,11.90577423,,,,annual
1/15/2022,2022,1,3,nuwaraeliya,nuwaraeliya,pumpkin,136,Maha,1,6896,99714,14.46,6896,99714,14.45968677,,,,annual
1/15/2022,2022,1,3,nuwaraeliya,nuwaraeliya,snake gourd,166,Maha,1,2600,31196,12,2600,31196,11.99846154,,,,annual
1/15/2022,2022,1,3,nuwaraeliya,nuwaraeliya,tomatoes,96,Maha,1,5893,88081,14.95,5893,88081,14.94671644,,,,annual
1/15/2022,2022,1,3,puttalam,puttalam,cabbage,182,Maha,1,4547,116662,25.66,4547,116662,25.65691665,,,,annual
1/15/2022,2022,1,3,puttalam,puttalam,chili,456,Maha,1,12095,63035,5.21,,,,,,,existing_base
1/15/2022,2022,1,3,puttalam,puttalam,eggplants,298,Maha,1,10772,128249,11.91,10772,128249,11.90577423,,,,annual
1/15/2022,2022,1,3,puttalam,puttalam,pumpkin,50,Maha,1,6896,99714,14.46,6896,99714,14.45968677,,,,annual
1/15/2022,2022,1,3,puttalam,puttalam,snake gourd,166,Maha,1,2600,31196,12,2600,31196,11.99846154,,,,annual
1/15/2022,2022,1,3,puttalam,puttalam,tomatoes,134,Maha,1,5893,88081,14.95,5893,88081,14.94671644,,,,annual
1/15/2022,2022,1,3,thambuththegama,thambuththegama,beans,382,Maha,1,6484,68182,10.52,6484,68182,10.51542258,,,,annual
1/15/2022,2022,1,3,thambuththegama,thambuththegama,cabbage,190,Maha,1,4547,116662,25.66,4547,116662,25.65691665,,,,annual
1/15/2022,2022,1,3,thambuththegama,thambuththegama,carrots,410,Maha,1,3786,77179,20.39,3786,77179,20.38536714,,,,annual
1/15/2022,2022,1,3,thambuththegama,thambuththegama,chili,425,Maha,1,12095,63035,5.21,,,,,,,existing_base
1/15/2022,2022,1,3,thambuththegama,thambuththegama,eggplants,238,Maha,1,10772,128249,11.91,10772,128249,11.90577423,,,,annual
1/15/2022,2022,1,3,thambuththegama,thambuththegama,pumpkin,122,Maha,1,6896,99714,14.46,6896,99714,14.45968677,,,,annual
1/15/2022,2022,1,3,thambuththegama,thambuththegama,snake gourd,132,Maha,1,2600,31196,12,2600,31196,11.99846154,,,,annual
