image_path,district,season,crop_type,ph,nitrogen,phosphorus,potassium,moisture,organicMatter
images/sample_0530.ppm,Matale,Inter-monsoon,Potato,5.94,143.21,21.32,105.02,50.25,2.4
images/sample_0531.ppm,Hambantota,Inter-monsoon,Cabbage,6.76,177.54,38.43,83.75,45.66,5.26
images/sample_0532.ppm,Jaffna,Maha,Potato,5.41,152.82,25.66,86.63,33.42,4.49
images/sample_0533.ppm,Kandy,Inter-monsoon,Chilli,5.57,132.18,15.54,84.99,33.52,2.37
images/sample_0534.ppm,Kandy,Maha,Carrot,7.64,129.54,23.88,84.84,42.47,1.96
images/sample_0535.ppm,Polonnaruwa,Inter-monsoon,Tomato,6.4,128.14,40.75,59.36,25.46,5.35
images/sample_0536.ppm,Mannar,Maha,Paddy,6.7,162.64,30.3,69.47,32.88,5.39
images/sample_0537.ppm,Jaffna,Inter-monsoon,Chilli,6.02,163.45,25.24,94.74,48.01,2.6
images/sample_0538.ppm,Hambantota,Maha,Maize,7.41,193.72,37.1,97.63,51.1,5.29
images/sample_0539.ppm,Ampara,Inter-monsoon,Carrot,6.12,150.19,23.68,110.33,51.15,2.72
images/sample_0540.ppm,Kilinochchi,Maha,Tomato,6.09,124.29,31.94,77.62,30.34,4.29
images/sample_0541.ppm,Kalutara,Yala,Cabbage,5.01,67.75,15.76,48.1,13.27,1.58
images/sample_0542.ppm,Gampaha,Maha,Potato,5.36,110.12,32.7,43.12,12.24,5.54
images/sample_0543.ppm,Nuwara Eliya,Yala,Tomato,7.18,99.89,13.83,57.53,21.93,1.3
images/sample_0544.ppm,Polonnaruwa,Inter-monsoon,Paddy,5.14,148.92,18.69,106.21,52.51,1.03
images/sample_0545.ppm,Batticaloa,Yala,Maize,6.01,138.4,29.61,71.35,27.72,4.0
images/sample_0546.ppm,Ampara,Maha,Chilli,5.91,190.97,27.24,119.01,56.15,4.84
images/sample_0547.ppm,Kandy,Maha,Potato,6.17,107.67,11.2,69.87,28.18,1.42
images/sample_0548.ppm,Matale,Maha,Banana,6.32,121.99,12.98,76.25,35.43,1.13
images/sample_0549.ppm,Kalutara,Maha,Banana,4.96,173.36,37.92,82.26,44.23,5.45
images/sample_0550.ppm,Anuradhapura,Inter-monsoon,Carrot,7.78,161.75,25.75,117.5,53.98,3.06
images/sample_0551.ppm,Kilinochchi,Yala,Maize,7.44,105.83,34.12,49.62,17.66,4.18
images/sample_0552.ppm,Colombo,Yala,Chilli,6.62,122.05,37.5,60.77,23.23,4.9
images/sample_0553.ppm,Vavuniya,Inter-monsoon,Banana,6.09,129.87,29.61,65.79,33.09,4.39
images/sample_0554.ppm,Vavuniya,Maha,Banana,5.22,181.24,22.5,120.92,57.61,3.02
images/sample_0555.ppm,Kegalle,Inter-monsoon,Carrot,5.46,190.46,41.23,97.93,50.25,5.88
images/sample_0556.ppm,Colombo,Maha,Cabbage,5.49,100.05,17.06,60.41,22.73,1.3
images/sample_0557.ppm,Matale,Maha,Carrot,7.38,148.82,33.33,76.01,31.31,4.36
images/sample_0558.ppm,Batticaloa,Yala,Carrot,5.2,142.21,34.57,83.26,38.96,4.12
images/sample_0559.ppm,Kandy,Inter-monsoon,Potato,5.41,93.53,24.46,69.77,22.61,2.09
images/sample_0560.ppm,Kegalle,Yala,Potato,5.95,107.5,20.32,73.52,31.98,2.04
images/sample_0561.ppm,Mullaitivu,Yala,Potato,6.19,153.53,31.27,76.84,37.25,4.36
images/sample_0562.ppm,Nuwara Eliya,Maha,Carrot,5.21,165.76,34.08,82.87,44.9,4.83
images/sample_0563.ppm,Anuradhapura,Maha,Maize,5.96,158.1,27.18,96.71,45.83,3.81
images/sample_0564.ppm,Trincomalee,Maha,Carrot,7.21,137.48,34.69,68.39,33.16,4.11
images/sample_0565.ppm,Puttalam,Maha,Potato,5.32,110.69,31.97,54.73,19.74,4.82
images/sample_0566.ppm,Badulla,Maha,Banana,6.8,196.89,39.55,104.13,47.28,6.32
images/sample_0567.ppm,Nuwara Eliya,Inter-monsoon,Banana,7.55,98.11,30.11,55.96,19.81,3.16
images/sample_0568.ppm,Anuradhapura,Maha,Maize,6.23,129.65,15.0,96.51,41.62,1.98
images/sample_0569.ppm,Puttalam,Maha,Carrot,5.19,93.18,16.05,47.14,20.62,1.68
images/sample_0570.ppm,Nuwara Eliya,Maha,Banana,5.52,80.86,24.96,42.21,10.11,3.03
images/sample_0571.ppm,Puttalam,Yala,Tomato,5.72,108.31,24.89,73.02,28.08,2.59
images/sample_0572.ppm,Nuwara Eliya,Inter-monsoon,Maize,4.98,199.69,30.59,108.9,54.02,5.12
images/sample_0573.ppm,Batticaloa,Inter-monsoon,Potato,6.75,119.43,26.75,64.84,32.27,3.17
images/sample_0574.ppm,Polonnaruwa,Inter-monsoon,Maize,6.56,169.47,20.21,118.89,57.44,2.76
images/sample_0575.ppm,Batticaloa,Maha,Maize,7.05,120.29,18.21,55.16,23.77,3.06
images/sample_0576.ppm,Matale,Yala,Cabbage,6.58,145.43,17.65,100.05,44.82,2.07
images/sample_0577.ppm,Anuradhapura,Inter-monsoon,Banana,7.7,182.3,35.5,93.1,48.05,5.25
images/sample_0578.ppm,Mullaitivu,Maha,Potato,5.94,109.19,15.87,78.35,32.78,1.4
images/sample_0579.ppm,Ampara,Yala,Tomato,6.71,78.22,13.08,48.54,19.92,1.43
images/sample_0580.ppm,Trincomalee,Inter-monsoon,Maize,6.39,149.87,23.0,98.62,46.37,3.79
images/sample_0581.ppm,Nuwara Eliya,Yala,Chilli,5.53,89.58,28.41,48.55,13.82,3.28
images/sample_0582.ppm,Mannar,Maha,Chilli,5.3,101.59,23.6,53.02,24.41,2.86
images/sample_0583.ppm,Kilinochchi,Yala,Cabbage,6.54,140.67,32.6,83.78,31.72,5.2
images/sample_0584.ppm,Trincomalee,Maha,Tomato,5.56,171.3,23.15,93.09,49.79,3.35
images/sample_0585.ppm,Matara,Inter-monsoon,Banana,6.95,152.45,32.26,84.94,34.49,4.25
images/sample_0586.ppm,Jaffna,Yala,Banana,6.49,128.84,21.34,83.16,43.02,2.37
images/sample_0587.ppm,Nuwara Eliya,Yala,Tomato,4.94,173.68,32.72,105.37,50.99,4.03
images/sample_0588.ppm,Hambantota,Maha,Maize,5.86,194.14,44.92,107.71,57.48,6.05
images/sample_0589.ppm,Gampaha,Yala,Tomato,4.97,137.83,28.04,74.77,39.37,3.94
images/sample_0590.ppm,Ratnapura,Maha,Maize,5.38,93.91,18.33,57.77,27.63,1.11
images/sample_0591.ppm,Nuwara Eliya,Yala,Paddy,6.87,176.83,41.92,89.46,48.21,5.38
images/sample_0592.ppm,Trincomalee,Inter-monsoon,Banana,6.59,109.36,27.52,55.06,26.11,3.27
images/sample_0593.ppm,Anuradhapura,Yala,Tomato,5.47,151.82,32.87,76.49,39.12,3.92
images/sample_0594.ppm,Vavuniya,Inter-monsoon,Banana,5.38,162.81,32.59,89.32,40.49,5.66
images/sample_0595.ppm,Kurunegala,Maha,Carrot,6.46,150.21,26.36,95.74,50.89,2.65
images/sample_0596.ppm,Nuwara Eliya,Maha,Carrot,5.9,173.39,34.44,100.0,49.33,4.77
images/sample_0597.ppm,Matara,Yala,Banana,6.81,144.2,37.24,53.43,24.87,6.26
images/sample_0598.ppm,Nuwara Eliya,Inter-monsoon,Chilli,7.36,173.95,27.45,96.48,52.74,4.88
images/sample_0599.ppm,Hambantota,Yala,Tomato,5.22,145.01,37.57,69.86,34.97,4.72
images/sample_0600.ppm,Kegalle,Inter-monsoon,Maize,5.68,172.38,37.89,78.16,40.71,4.93
images/sample_0601.ppm,Nuwara Eliya,Inter-monsoon,Chilli,5.76,156.38,33.97,102.66,47.93,4.13
images/sample_0602.ppm,Nuwara Eliya,Maha,Banana,5.67,90.87,14.78,49.09,21.32,1.33
images/sample_0603.ppm,Galle,Maha,Banana,7.64,157.8,13.7,102.5,51.0,2.06
images/sample_0604.ppm,Kurunegala,Inter-monsoon,Cabbage,6.36,122.81,34.97,68.02,24.3,4.68
images/sample_0605.ppm,Gampaha,Inter-monsoon,Banana,4.97,144.68,32.75,62.03,25.37,5.59
images/sample_0606.ppm,Anuradhapura,Yala,Paddy,6.23,63.0,8.73,38.69,13.81,1.21
images/sample_0607.ppm,Trincomalee,Maha,Chilli,6.27,136.67,15.5,81.86,42.89,1.35
images/sample_0608.ppm,Trincomalee,Maha,Carrot,6.96,148.26,18.7,106.17,51.45,2.39
images/sample_0609.ppm,Kilinochchi,Maha,Potato,7.66,98.71,21.89,72.68,30.32,1.6
images/sample_0610.ppm,Kegalle,Yala,Cabbage,5.8,97.02,24.13,38.4,13.74,4.1
images/sample_0611.ppm,Kegalle,Yala,Chilli,7.66,179.32,29.78,98.38,50.96,5.17
images/sample_0612.ppm,Kalutara,Yala,Carrot,6.99,171.11,39.63,80.53,38.07,5.88
images/sample_0613.ppm,Kilinochchi,Maha,Tomato,7.06,146.95,42.89,68.66,28.1,6.12
images/sample_0614.ppm,Kandy,Maha,Paddy,7.15,121.47,39.15,57.71,19.13,5.05
images/sample_0615.ppm,Ampara,Maha,Banana,6.11,146.89,41.6,59.61,27.09,5.39
images/sample_0616.ppm,Ratnapura,Inter-monsoon,Chilli,7.51,97.58,26.31,64.95,21.52,2.72
images/sample_0617.ppm,Ratnapura,Inter-monsoon,Tomato,7.53,158.96,35.84,88.03,37.32,5.55
images/sample_0618.ppm,Kalutara,Maha,Tomato,7.15,95.3,20.2,65.53,21.48,2.84
images/sample_0619.ppm,Mannar,Yala,Maize,5.75,158.77,33.36,89.03,38.26,4.27
images/sample_0620.ppm,Puttalam,Yala,Carrot,7.63,130.12,31.01,66.62,33.52,3.3
images/sample_0621.ppm,Polonnaruwa,Maha,Carrot,5.54,153.42,18.95,93.98,48.13,2.86
images/sample_0622.ppm,Ratnapura,Inter-monsoon,Maize,7.58,58.12,10.02,46.65,10.68,1.31
images/sample_0623.ppm,Mannar,Maha,Banana,5.54,185.04,34.27,89.11,44.9,5.31
images/sample_0624.ppm,Nuwara Eliya,Maha,Chilli,7.77,144.51,31.86,63.42,28.43,5.18
images/sample_0625.ppm,Puttalam,Maha,Potato,5.05,120.04,28.11,65.5,24.68,3.52
images/sample_0626.ppm,Trincomalee,Yala,Carrot,7.21,171.01,43.6,87.43,35.81,6.29
images/sample_0627.ppm,Matale,Maha,Maize,7.15,88.25,15.68,52.74,22.59,1.82
images/sample_0628.ppm,Batticaloa,Inter-monsoon,Carrot,6.03,181.09,25.38,106.55,50.29,4.36
images/sample_0629.ppm,Matale,Inter-monsoon,Chilli,7.67,188.18,30.04,96.61,53.47,5.12
images/sample_0630.ppm,Jaffna,Maha,Chilli,6.25,98.37,35.66,33.11,11.59,4.34
images/sample_0631.ppm,Kalutara,Maha,Banana,5.28,145.4,17.76,92.62,50.71,1.77
images/sample_0632.ppm,Kilinochchi,Inter-monsoon,Tomato,5.31,121.09,37.28,54.16,24.85,4.67
images/sample_0633.ppm,Puttalam,Maha,Chilli,5.35,142.64,16.98,104.47,45.37,1.64
images/sample_0634.ppm,Matara,Inter-monsoon,Tomato,5.58,104.06,16.71,71.22,32.75,1.13
images/sample_0635.ppm,Kandy,Maha,Tomato,5.53,141.46,24.34,82.48,34.83,3.34
images/sample_0636.ppm,Anuradhapura,Inter-monsoon,Cabbage,5.16,132.28,40.81,47.96,16.22,6.04
images/sample_0637.ppm,Vavuniya,Inter-monsoon,Cabbage,7.55,125.09,35.53,56.17,14.09,5.84
images/sample_0638.ppm,Matara,Maha,Paddy,5.63,177.79,30.32,106.03,56.09,3.67
images/sample_0639.ppm,Kegalle,Yala,Chilli,6.91,136.64,22.58,71.26,35.12,2.34
images/sample_0640.ppm,Galle,Inter-monsoon,Cabbage,6.57,137.79,27.29,70.43,28.78,4.32
images/sample_0641.ppm,Badulla,Inter-monsoon,Banana,6.63,164.55,41.67,94.7,44.82,5.56
images/sample_0642.ppm,Colombo,Yala,Carrot,4.9,159.99,32.51,91.47,48.33,4.45
images/sample_0643.ppm,Kandy,Maha,Banana,7.78,119.65,14.41,77.77,37.42,1.24
images/sample_0644.ppm,Ratnapura,Yala,Banana,7.47,137.87,35.25,72.33,29.96,5.53
images/sample_0645.ppm,Colombo,Yala,Chilli,7.14,115.5,23.23,73.53,29.98,2.33
images/sample_0646.ppm,Batticaloa,Inter-monsoon,Tomato,7.37,148.32,17.22,92.2,47.69,2.29
images/sample_0647.ppm,Mullaitivu,Yala,Paddy,6.61,151.07,12.96,109.72,49.35,1.45
images/sample_0648.ppm,Trincomalee,Yala,Maize,7.8,89.31,13.43,55.09,22.07,1.82
images/sample_0649.ppm,Hambantota,Maha,Maize,6.43,149.33,45.46,66.25,23.5,6.33
images/sample_0650.ppm,Vavuniya,Inter-monsoon,Chilli,6.33,120.09,20.47,72.73,37.66,1.58
images/sample_0651.ppm,Galle,Maha,Potato,5.46,190.25,35.86,94.51,50.96,6.25
images/sample_0652.ppm,Polonnaruwa,Inter-monsoon,Carrot,5.71,77.37,15.48,48.96,18.81,1.03
images/sample_0653.ppm,Badulla,Inter-monsoon,Chilli,5.92,72.42,19.67,39.41,12.67,2.1
images/sample_0654.ppm,Polonnaruwa,Maha,Potato,7.23,163.3,25.67,96.31,48.14,3.42
images/sample_0655.ppm,Nuwara Eliya,Maha,Carrot,5.18,149.76,11.55,103.77,45.77,1.66
images/sample_0656.ppm,Trincomalee,Yala,Cabbage,5.79,160.15,18.85,104.65,52.45,1.96
images/sample_0657.ppm,Polonnaruwa,Yala,Banana,6.35,131.11,35.66,67.12,24.65,4.21
images/sample_0658.ppm,Trincomalee,Yala,Carrot,5.01,164.62,23.14,99.89,47.24,3.03
images/sample_0659.ppm,Badulla,Inter-monsoon,Paddy,6.23,125.81,34.5,56.94,20.98,4.22
images/sample_0660.ppm,Ratnapura,Yala,Paddy,7.01,146.23,12.82,111.51,55.01,1.82
images/sample_0661.ppm,Vavuniya,Maha,Carrot,6.16,158.58,30.2,86.34,44.64,3.61
images/sample_0662.ppm,Puttalam,Yala,Maize,6.49,154.68,16.39,100.21,51.61,1.78
images/sample_0663.ppm,Galle,Yala,Paddy,6.22,166.33,23.85,115.27,57.45,3.31
images/sample_0664.ppm,Kandy,Maha,Tomato,5.39,124.8,40.03,45.14,15.15,5.3
images/sample_0665.ppm,Kalutara,Yala,Paddy,6.97,132.68,35.37,62.11,24.94,4.2
images/sample_0666.ppm,Jaffna,Maha,Tomato,5.87,148.44,13.71,103.8,46.25,1.99
images/sample_0667.ppm,Kilinochchi,Yala,Paddy,6.76,210.0,34.99,103.84,57.81,5.74
images/sample_0668.ppm,Polonnaruwa,Inter-monsoon,Carrot,5.61,170.03,12.8,108.38,54.63,1.96
images/sample_0669.ppm,Ratnapura,Yala,Potato,5.37,178.64,35.48,101.97,46.97,5.58
images/sample_0670.ppm,Kegalle,Maha,Cabbage,5.12,106.17,26.53,49.99,17.85,3.12
images/sample_0671.ppm,Polonnaruwa,Maha,Tomato,5.61,91.15,17.87,55.36,19.39,2.06
images/sample_0672.ppm,Moneragala,Yala,Maize,6.68,169.77,30.06,95.94,49.54,5.07
images/sample_0673.ppm,Matale,Yala,Chilli,7.12,158.53,33.15,80.74,43.26,4.75
images/sample_0674.ppm,Polonnaruwa,Maha,Banana,6.4,117.76,16.12,66.29,33.26,1.22
images/sample_0675.ppm,Anuradhapura,Yala,Potato,6.0,141.06,31.84,54.37,20.8,5.63
images/sample_0676.ppm,Vavuniya,Inter-monsoon,Potato,7.24,63.69,15.76,48.52,10.88,1.67
images/sample_0677.ppm,Puttalam,Inter-monsoon,Carrot,5.63,116.14,13.07,70.7,31.8,1.19
images/sample_0678.ppm,Ampara,Maha,Chilli,6.37,122.25,25.49,81.54,32.79,2.6
images/sample_0679.ppm,Kurunegala,Inter-monsoon,Maize,6.0,200.3,40.81,102.17,55.36,6.37
images/sample_0680.ppm,Galle,Maha,Tomato,7.17,115.82,19.87,64.28,20.66,3.3
images/sample_0681.ppm,Polonnaruwa,Maha,Carrot,7.58,143.11,17.04,105.62,52.49,1.94
images/sample_0682.ppm,Matara,Yala,Carrot,7.18,153.44,27.17,82.47,40.77,4.67
images/sample_0683.ppm,Polonnaruwa,Yala,Maize,5.5,111.35,17.67,75.53,30.29,2.61
images/sample_0684.ppm,Puttalam,Maha,Paddy,5.0,100.69,27.57,58.01,23.88,2.96
images/sample_0685.ppm,Mullaitivu,Inter-monsoon,Maize,5.82,143.58,15.7,104.79,48.31,2.63
images/sample_0686.ppm,Matale,Yala,Chilli,5.42,122.55,20.73,59.0,27.65,3.52
images/sample_0687.ppm,Kalutara,Inter-monsoon,Carrot,7.0,177.64,30.76,104.99,49.55,4.22
images/sample_0688.ppm,Trincomalee,Inter-monsoon,Banana,7.25,143.16,12.26,108.69,49.83,1.01
images/sample_0689.ppm,Kandy,Maha,Potato,6.55,134.52,32.75,59.96,19.18,5.4
images/sample_0690.ppm,Badulla,Maha,Paddy,7.1,127.54,20.88,89.27,34.85,2.28
images/sample_0691.ppm,Batticaloa,Inter-monsoon,Potato,5.57,91.31,21.86,63.52,21.55,1.56
images/sample_0692.ppm,Moneragala,Maha,Cabbage,6.35,182.56,29.22,108.93,53.11,5.03
images/sample_0693.ppm,Badulla,Inter-monsoon,Maize,6.45,142.4,27.52,91.07,37.56,4.26
images/sample_0694.ppm,Moneragala,Inter-monsoon,Tomato,7.34,129.61,23.23,68.1,34.65,2.35
images/sample_0695.ppm,Colombo,Maha,Chilli,6.47,119.35,38.67,47.04,20.41,5.46
images/sample_0696.ppm,Badulla,Yala,Chilli,5.82,161.56,35.8,93.57,38.69,4.87
images/sample_0697.ppm,Puttalam,Inter-monsoon,Cabbage,5.51,195.21,37.33,102.56,57.27,5.03
images/sample_0698.ppm,Anuradhapura,Maha,Paddy,5.9,191.02,35.5,85.1,46.39,5.65
images/sample_0699.ppm,Puttalam,Maha,Banana,7.48,135.0,44.02,55.1,23.4,6.29
images/sample_0700.ppm,Galle,Maha,Carrot,6.89,106.86,36.66,38.7,11.46,5.43
images/sample_0701.ppm,Puttalam,Inter-monsoon,Carrot,6.98,178.62,36.69,77.39,36.94,6.22
images/sample_0702.ppm,Kurunegala,Maha,Potato,5.74,157.1,27.57,94.86,44.58,2.79
images/sample_0703.ppm,Jaffna,Yala,Potato,6.48,97.61,21.14,59.32,16.65,2.11
images/sample_0704.ppm,Ampara,Inter-monsoon,Paddy,5.46,132.36,32.0,63.25,26.62,4.67
images/sample_0705.ppm,Anuradhapura,Yala,Tomato,5.28,102.16,31.06,50.45,18.01,3.93
images/sample_0706.ppm,Ratnapura,Yala,Carrot,4.95,181.43,39.48,107.58,49.47,6.14
images/sample_0707.ppm,Colombo,Yala,Tomato,5.55,136.53,37.6,79.94,30.52,5.16
images/sample_0708.ppm,Colombo,Maha,Chilli,5.06,141.02,21.54,97.47,45.62,2.52
images/sample_0709.ppm,Kilinochchi,Maha,Chilli,6.26,149.41,36.2,73.63,30.08,5.18
images/sample_0710.ppm,Kandy,Inter-monsoon,Potato,6.48,136.4,42.11,66.8,20.46,5.87
images/sample_0711.ppm,Jaffna,Maha,Chilli,6.72,85.43,15.06,36.14,13.18,2.47
images/sample_0712.ppm,Gampaha,Maha,Potato,7.64,144.24,20.16,96.67,39.81,3.39
images/sample_0713.ppm,Kandy,Inter-monsoon,Chilli,6.32,152.42,34.17,65.08,33.16,4.74
images/sample_0714.ppm,Nuwara Eliya,Inter-monsoon,Carrot,7.3,110.33,24.34,78.58,28.1,2.38
images/sample_0715.ppm,Nuwara Eliya,Inter-monsoon,Paddy,5.33,78.21,17.94,36.38,13.78,1.57
images/sample_0716.ppm,Anuradhapura,Yala,Cabbage,5.66,137.91,40.29,54.86,25.63,5.86
images/sample_0717.ppm,Mannar,Maha,Paddy,5.0,160.67,28.73,95.5,39.68,4.15
images/sample_0718.ppm,Kegalle,Maha,Carrot,6.15,157.27,24.08,88.1,44.17,3.93
images/sample_0719.ppm,Kalutara,Inter-monsoon,Paddy,6.02,127.34,35.36,67.07,25.44,5.08
images/sample_0720.ppm,Colombo,Yala,Banana,6.72,104.6,36.17,34.59,10.19,4.8
images/sample_0721.ppm,Mannar,Maha,Carrot,7.78,153.71,24.86,110.52,53.11,2.27
images/sample_0722.ppm,Kurunegala,Yala,Tomato,7.27,104.18,28.37,48.19,15.29,4.56
images/sample_0723.ppm,Badulla,Maha,Paddy,6.11,117.06,30.84,58.21,25.64,4.31
images/sample_0724.ppm,Polonnaruwa,Inter-monsoon,Potato,7.78,156.82,27.05,90.98,43.84,4.63
images/sample_0725.ppm,Kandy,Yala,Cabbage,5.8,131.16,16.47,89.37,37.43,1.92
images/sample_0726.ppm,Polonnaruwa,Inter-monsoon,Paddy,5.05,136.43,36.24,75.3,25.57,5.95
images/sample_0727.ppm,Matale,Yala,Potato,7.59,149.43,22.69,102.71,46.25,3.03
images/sample_0728.ppm,Nuwara Eliya,Inter-monsoon,Tomato,7.0,130.99,21.92,74.32,30.24,3.54
images/sample_0729.ppm,Trincomalee,Inter-monsoon,Potato,5.94,124.13,25.24,85.24,32.71,3.15
images/sample_0730.ppm,Hambantota,Maha,Maize,5.68,151.08,14.22,103.78,53.37,1.7
images/sample_0731.ppm,Batticaloa,Inter-monsoon,Maize,5.67,124.45,43.63,53.55,16.39,6.23
images/sample_0732.ppm,Kalutara,Maha,Chilli,6.14,168.6,33.42,113.91,53.95,4.2
images/sample_0733.ppm,Anuradhapura,Yala,Banana,5.33,132.21,17.5,91.31,36.91,2.52
images/sample_0734.ppm,Ampara,Inter-monsoon,Carrot,7.41,125.41,35.71,48.5,18.19,5.45
images/sample_0735.ppm,Kandy,Inter-monsoon,Banana,7.12,160.7,27.01,102.46,52.73,2.63
images/sample_0736.ppm,Jaffna,Inter-monsoon,Tomato,6.09,100.36,20.17,60.9,23.83,2.78
images/sample_0737.ppm,Ratnapura,Yala,Cabbage,5.22,198.82,37.45,94.25,52.02,5.76
images/sample_0738.ppm,Puttalam,Maha,Banana,5.52,158.1,19.52,108.15,55.87,1.69
images/sample_0739.ppm,Mullaitivu,Yala,Paddy,5.85,141.75,19.87,75.08,38.52,2.56
images/sample_0740.ppm,Matale,Inter-monsoon,Paddy,5.58,202.29,41.56,91.3,48.88,6.28
images/sample_0741.ppm,Mannar,Maha,Banana,6.91,137.76,17.25,89.91,40.82,1.72
images/sample_0742.ppm,Ampara,Maha,Banana,6.76,167.32,40.42,84.17,32.82,6.27
images/sample_0743.ppm,Matara,Maha,Potato,5.49,127.07,17.32,77.08,40.69,1.38
images/sample_0744.ppm,Vavuniya,Yala,Paddy,6.64,125.46,35.8,46.28,18.49,6.31
images/sample_0745.ppm,Matara,Inter-monsoon,Cabbage,7.78,158.19,21.06,103.9,45.97,2.89
images/sample_0746.ppm,Anuradhapura,Yala,Tomato,6.25,115.1,30.51,45.84,16.54,4.33
images/sample_0747.ppm,Trincomalee,Maha,Carrot,6.46,89.66,19.48,76.83,28.8,1.18
images/sample_0748.ppm,Mannar,Yala,Chilli,7.58,128.04,25.98,70.79,32.18,3.14
images/sample_0749.ppm,Ampara,Yala,Potato,6.16,108.71,29.61,46.88,19.97,3.7
images/sample_0750.ppm,Galle,Yala,Maize,7.68,125.08,19.67,67.08,32.27,3.13
images/sample_0751.ppm,Gampaha,Inter-monsoon,Chilli,6.85,186.72,40.33,93.93,52.15,6.15
images/sample_0752.ppm,Puttalam,Inter-monsoon,Chilli,5.31,138.04,40.41,63.99,21.54,5.1
images/sample_0753.ppm,Batticaloa,Maha,Maize,6.91,99.78,28.85,48.21,10.94,5.08
images/sample_0754.ppm,Kandy,Inter-monsoon,Carrot,6.38,160.59,33.37,80.52,31.79,5.34
images/sample_0755.ppm,Vavuniya,Maha,Potato,7.44,182.11,35.1,106.16,47.79,4.97
images/sample_0756.ppm,Hambantota,Inter-monsoon,Cabbage,6.5,81.27,20.63,48.8,10.4,3.53
images/sample_0757.ppm,Polonnaruwa,Inter-monsoon,Banana,7.74,143.89,15.74,100.07,53.56,1.18
images/sample_0758.ppm,Galle,Yala,Chilli,6.22,163.79,33.12,86.0,46.3,4.66
images/sample_0759.ppm,Polonnaruwa,Inter-monsoon,Banana,6.68,129.7,14.46,75.98,34.92,2.21
images/sample_0760.ppm,Anuradhapura,Inter-monsoon,Maize,4.92,116.82,30.77,78.33,30.87,3.39
images/sample_0761.ppm,Hambantota,Inter-monsoon,Carrot,6.07,89.67,23.48,53.38,12.12,3.35
images/sample_0762.ppm,Ratnapura,Inter-monsoon,Tomato,6.35,101.29,30.88,50.3,12.21,5.09
images/sample_0763.ppm,Kurunegala,Maha,Cabbage,7.47,177.5,27.64,105.78,52.66,3.27
images/sample_0764.ppm,Moneragala,Yala,Chilli,7.18,192.42,34.09,100.36,50.03,5.97
images/sample_0765.ppm,Trincomalee,Yala,Paddy,4.98,98.4,15.61,64.89,21.46,2.16
images/sample_0766.ppm,Jaffna,Maha,Tomato,7.51,113.96,29.93,50.28,12.12,4.59
images/sample_0767.ppm,Nuwara Eliya,Yala,Carrot,5.49,134.4,27.63,77.61,33.73,2.77
images/sample_0768.ppm,Hambantota,Inter-monsoon,Cabbage,7.44,154.22,31.27,79.04,33.58,4.51
images/sample_0769.ppm,Anuradhapura,Yala,Tomato,5.77,138.07,39.98,68.41,22.52,5.06
images/sample_0770.ppm,Hambantota,Maha,Banana,6.3,115.6,16.22,73.74,24.98,2.41
images/sample_0771.ppm,Polonnaruwa,Yala,Chilli,7.74,167.63,40.53,83.36,41.88,6.37
images/sample_0772.ppm,Ratnapura,Yala,Chilli,5.72,96.59,20.09,54.03,22.68,2.57
images/sample_0773.ppm,Trincomalee,Inter-monsoon,Chilli,6.78,202.91,44.7,102.37,53.87,6.34
images/sample_0774.ppm,Moneragala,Yala,Tomato,6.78,183.7,37.67,98.58,52.34,4.95
images/sample_0775.ppm,Kilinochchi,Inter-monsoon,Maize,6.22,161.75,28.7,104.57,46.78,4.11
images/sample_0776.ppm,Hambantota,Yala,Carrot,5.42,75.46,19.06,39.53,11.42,2.68
images/sample_0777.ppm,Matara,Yala,Carrot,6.46,90.05,33.62,49.36,11.23,4.23
images/sample_0778.ppm,Kilinochchi,Maha,Chilli,5.69,112.13,25.54,63.36,20.96,4.44
images/sample_0779.ppm,Kegalle,Yala,Banana,7.46,113.53,30.72,39.33,15.06,4.76
images/sample_0780.ppm,Nuwara Eliya,Inter-monsoon,Cabbage,7.13,153.95,22.99,107.46,50.55,3.14
images/sample_0781.ppm,Mannar,Inter-monsoon,Maize,7.18,82.96,21.82,51.78,16.89,2.19
images/sample_0782.ppm,Mullaitivu,Inter-monsoon,Paddy,6.89,149.25,44.04,72.36,32.66,6.34
images/sample_0783.ppm,Kurunegala,Yala,Potato,5.35,85.88,21.84,35.66,13.38,3.13
images/sample_0784.ppm,Vavuniya,Inter-monsoon,Banana,6.14,93.87,22.4,56.07,15.07,2.51
images/sample_0785.ppm,Anuradhapura,Maha,Cabbage,7.3,187.02,36.95,100.94,47.87,5.03
images/sample_0786.ppm,Kilinochchi,Yala,Paddy,5.97,154.57,40.22,82.93,34.55,5.59
images/sample_0787.ppm,Kalutara,Yala,Chilli,7.48,120.74,27.31,73.04,26.98,2.88
images/sample_0788.ppm,Colombo,Maha,Paddy,6.15,139.72,29.97,91.86,36.7,4.32
images/sample_0789.ppm,Kurunegala,Yala,Maize,5.33,84.94,20.83,52.34,11.95,3.1
images/sample_0790.ppm,Batticaloa,Inter-monsoon,Chilli,7.25,104.02,29.9,43.38,13.94,5.13
images/sample_0791.ppm,Kegalle,Maha,Banana,5.06,142.77,34.16,96.65,40.65,3.98
images/sample_0792.ppm,Hambantota,Yala,Paddy,5.43,106.95,13.86,76.22,30.69,1.39
