Record_ID,Product_Category,Product_Name,Base_Amount,Unit,Nitrogen_N_(g_per_100g),Phosphorus_P_(g_per_100g),Potassium_K_(g_per_100g),Other_Micro_Elements_(per_100g)
REC_37636,Pesticide,Glyphosate,100,g,8.2,18.3,0.0,"Carbon, Organophosphorus"
REC_27143,Fertilizer,MOP (Muriate of Potash),100,g,0.0,0.0,60.0,Chlorine (47g)
REC_87665,Pesticide,Chlorpyrifos,100,g,4.0,8.8,0.0,"Chlorine (30g), Sulfur (9g)"
REC_86074,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
REC_23088,Fertilizer,MOP (Muriate of Potash),100,g,0.0,0.0,60.0,Chlorine (47g)
REC_20962,Pesticide,Glyphosate,100,g,8.2,18.3,0.0,"Carbon, Organophosphorus"
REC_39023,Pesticide,Chlorpyrifos,100,g,4.0,8.8,0.0,"Chlorine (30g), Sulfur (9g)"
REC_47783,Pesticide,Mancozeb,100,g,0.0,0.0,0.0,"Manganese (16g), Zinc (2g), Sulfur"
REC_44624,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
REC_18572,Fertilizer,MOP (Muriate of Potash),100,g,0.0,0.0,60.0,Chlorine (47g)
REC_44041,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
REC_56783,Pesticide,Imidacloprid,100,g,21.9,0.0,0.0,Chlorine (13g)
REC_54210,Pesticide,Captan,100,g,4.6,0.0,0.0,"Sulfur (10g), Chlorine (35g)"
REC_37242,Pesticide,Mancozeb,100,g,0.0,0.0,0.0,"Manganese (16g), Zinc (2g), Sulfur"
REC_91350,Fertilizer,Urea,100,g,46.0,0.0,0.0,None
REC_75036,Fertilizer,Compost / Organic,100,g,1.5,1.0,1.5,Organic Carbon (20g)
REC_42418,Fertilizer,MOP (Muriate of Potash),100,g,0.0,0.0,60.0,Chlorine (47g)
REC_46498,Pesticide,Chlorpyrifos,100,g,4.0,8.8,0.0,"Chlorine (30g), Sulfur (9g)"
REC_48317,Pesticide,Glyphosate,100,g,8.2,18.3,0.0,"Carbon, Organophosphorus"
REC_78659,Fertilizer,Compost / Organic,100,g,1.5,1.0,1.5,Organic Carbon (20g)
REC_78307,Pesticide,Chlorpyrifos,100,g,4.0,8.8,0.0,"Chlorine (30g), Sulfur (9g)"
REC_51737,Pesticide,Chlorpyrifos,100,g,4.0,8.8,0.0,"Chlorine (30g), Sulfur (9g)"
REC_55926,Fertilizer,Urea,100,g,46.0,0.0,0.0,None
REC_53850,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
REC_39047,Fertilizer,MOP (Muriate of Potash),100,g,0.0,0.0,60.0,Chlorine (47g)
REC_22778,Fertilizer,NPK_15-15-15,100,g,15.0,15.0,15.0,Sulfur (10g)
REC_58620,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
REC_85390,Pesticide,Glyphosate,100,g,8.2,18.3,0.0,"Carbon, Organophosphorus"
REC_94575,Pesticide,Glyphosate,100,g,8.2,18.3,0.0,"Carbon, Organophosphorus"
REC_27622,Pesticide,Mancozeb,100,g,0.0,0.0,0.0,"Manganese (16g), Zinc (2g), Sulfur"
REC_57398,Fertilizer,Dolomite,100,g,0.0,0.0,0.0,"Calcium (22g), Magnesium (11g)"
REC_87264,Fertilizer,Dolomite,100,g,0.0,0.0,0.0,"Calcium (22g), Magnesium (11g)"
REC_88053,Fertilizer,Dolomite,100,g,0.0,0.0,0.0,"Calcium (22g), Magnesium (11g)"
REC_30048,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
REC_41101,Fertilizer,Compost / Organic,100,g,1.5,1.0,1.5,Organic Carbon (20g)
REC_57344,Pesticide,Mancozeb,100,g,0.0,0.0,0.0,"Manganese (16g), Zinc (2g), Sulfur"
REC_18266,Pesticide,Chlorpyrifos,100,g,4.0,8.8,0.0,"Chlorine (30g), Sulfur (9g)"
REC_52066,Pesticide,Imidacloprid,100,g,21.9,0.0,0.0,Chlorine (13g)
REC_18719,Fertilizer,NPK_15-15-15,100,g,15.0,15.0,15.0,Sulfur (10g)
REC_22239,Pesticide,Glyphosate,100,g,8.2,18.3,0.0,"Carbon, Organophosphorus"
REC_11748,Fertilizer,Compost / Organic,100,g,1.5,1.0,1.5,Organic Carbon (20g)
REC_11538,Fertilizer,NPK_15-15-15,100,g,15.0,15.0,15.0,Sulfur (10g)
REC_61223,Pesticide,Captan,100,g,4.6,0.0,0.0,"Sulfur (10g), Chlorine (35g)"
REC_73106,Pesticide,Chlorpyrifos,100,g,4.0,8.8,0.0,"Chlorine (30g), Sulfur (9g)"
REC_75844,Pesticide,Chlorpyrifos,100,g,4.0,8.8,0.0,"Chlorine (30g), Sulfur (9g)"
REC_97134,Pesticide,Chlorpyrifos,100,g,4.0,8.8,0.0,"Chlorine (30g), Sulfur (9g)"
REC_20662,Pesticide,Mancozeb,100,g,0.0,0.0,0.0,"Manganese (16g), Zinc (2g), Sulfur"
REC_62999,Pesticide,Imidacloprid,100,g,21.9,0.0,0.0,Chlorine (13g)
REC_20435,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
REC_58355,Pesticide,Imidacloprid,100,g,21.9,0.0,0.0,Chlorine (13g)
REC_55433,Pesticide,Captan,100,g,4.6,0.0,0.0,"Sulfur (10g), Chlorine (35g)"
REC_89718,Pesticide,Glyphosate,100,g,8.2,18.3,0.0,"Carbon, Organophosphorus"
REC_95790,Pesticide,Glyphosate,100,g,8.2,18.3,0.0,"Carbon, Organophosphorus"
REC_98780,Fertilizer,Dolomite,100,g,0.0,0.0,0.0,"Calcium (22g), Magnesium (11g)"
REC_80333,Fertilizer,Urea,100,g,46.0,0.0,0.0,None
REC_76361,Fertilizer,MOP (Muriate of Potash),100,g,0.0,0.0,60.0,Chlorine (47g)
REC_37198,Fertilizer,Dolomite,100,g,0.0,0.0,0.0,"Calcium (22g), Magnesium (11g)"
REC_81486,Fertilizer,Compost / Organic,100,g,1.5,1.0,1.5,Organic Carbon (20g)
REC_63901,Pesticide,Imidacloprid,100,g,21.9,0.0,0.0,Chlorine (13g)
REC_36118,Pesticide,Imidacloprid,100,g,21.9,0.0,0.0,Chlorine (13g)
REC_55842,Fertilizer,Urea,100,g,46.0,0.0,0.0,None
REC_59742,Fertilizer,Compost / Organic,100,g,1.5,1.0,1.5,Organic Carbon (20g)
REC_14983,Pesticide,Imidacloprid,100,g,21.9,0.0,0.0,Chlorine (13g)
REC_48779,Fertilizer,Dolomite,100,g,0.0,0.0,0.0,"Calcium (22g), Magnesium (11g)"
REC_81723,Fertilizer,Compost / Organic,100,g,1.5,1.0,1.5,Organic Carbon (20g)
REC_94259,Pesticide,Captan,100,g,4.6,0.0,0.0,"Sulfur (10g), Chlorine (35g)"
REC_48353,Fertilizer,Dolomite,100,g,0.0,0.0,0.0,"Calcium (22g), Magnesium (11g)"
REC_67300,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
REC_39821,Fertilizer,Compost / Organic,100,g,1.5,1.0,1.5,Organic Carbon (20g)
REC_17694,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
REC_83098,Pesticide,Mancozeb,100,g,0.0,0.0,0.0,"Manganese (16g), Zinc (2g), Sulfur"
REC_96713,Pesticide,Chlorpyrifos,100,g,4.0,8.8,0.0,"Chlorine (30g), Sulfur (9g)"
REC_87500,Fertilizer,Urea,100,g,46.0,0.0,0.0,None
REC_62647,Pesticide,Glyphosate,100,g,8.2,18.3,0.0,"Carbon, Organophosphorus"
REC_33043,Pesticide,Captan,100,g,4.6,0.0,0.0,"Sulfur (10g), Chlorine (35g)"
REC_63758,Fertilizer,NPK_15-15-15,100,g,15.0,15.0,15.0,Sulfur (10g)
REC_28923,Fertilizer,NPK_15-15-15,100,g,15.0,15.0,15.0,Sulfur (10g)
REC_70450,Pesticide,Imidacloprid,100,g,21.9,0.0,0.0,Chlorine (13g)
REC_15372,Pesticide,Chlorpyrifos,100,g,4.0,8.8,0.0,"Chlorine (30g), Sulfur (9g)"
REC_86419,Pesticide,Chlorpyrifos,100,g,4.0,8.8,0.0,"Chlorine (30g), Sulfur (9g)"
REC_49200,Fertilizer,Dolomite,100,g,0.0,0.0,0.0,"Calcium (22g), Magnesium (11g)"
REC_51987,Fertilizer,Urea,100,g,46.0,0.0,0.0,None
REC_20191,Pesticide,Mancozeb,100,g,0.0,0.0,0.0,"Manganese (16g), Zinc (2g), Sulfur"
REC_38695,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
REC_68131,Fertilizer,Dolomite,100,g,0.0,0.0,0.0,"Calcium (22g), Magnesium (11g)"
REC_95419,Pesticide,Mancozeb,100,g,0.0,0.0,0.0,"Manganese (16g), Zinc (2g), Sulfur"
REC_31502,Pesticide,Glyphosate,100,g,8.2,18.3,0.0,"Carbon, Organophosphorus"
REC_80912,Pesticide,Imidacloprid,100,g,21.9,0.0,0.0,Chlorine (13g)
REC_56468,Fertilizer,Urea,100,g,46.0,0.0,0.0,None
REC_19194,Fertilizer,Compost / Organic,100,g,1.5,1.0,1.5,Organic Carbon (20g)
REC_62711,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
REC_34973,Fertilizer,Compost / Organic,100,g,1.5,1.0,1.5,Organic Carbon (20g)
REC_28153,Pesticide,Imidacloprid,100,g,21.9,0.0,0.0,Chlorine (13g)
REC_91701,Fertilizer,Urea,100,g,46.0,0.0,0.0,None
REC_80429,Pesticide,Mancozeb,100,g,0.0,0.0,0.0,"Manganese (16g), Zinc (2g), Sulfur"
REC_88491,Pesticide,Imidacloprid,100,g,21.9,0.0,0.0,Chlorine (13g)
REC_63717,Pesticide,Captan,100,g,4.6,0.0,0.0,"Sulfur (10g), Chlorine (35g)"
REC_56932,Pesticide,Captan,100,g,4.6,0.0,0.0,"Sulfur (10g), Chlorine (35g)"
REC_43141,Pesticide,Chlorpyrifos,100,g,4.0,8.8,0.0,"Chlorine (30g), Sulfur (9g)"
REC_44136,Pesticide,Glyphosate,100,g,8.2,18.3,0.0,"Carbon, Organophosphorus"
REC_11270,Fertilizer,Compost / Organic,100,g,1.5,1.0,1.5,Organic Carbon (20g)
REC_37255,Fertilizer,Dolomite,100,g,0.0,0.0,0.0,"Calcium (22g), Magnesium (11g)"
REC_45358,Pesticide,Chlorpyrifos,100,g,4.0,8.8,0.0,"Chlorine (30g), Sulfur (9g)"
REC_40160,Pesticide,Mancozeb,100,g,0.0,0.0,0.0,"Manganese (16g), Zinc (2g), Sulfur"
REC_47434,Fertilizer,Compost / Organic,100,g,1.5,1.0,1.5,Organic Carbon (20g)
REC_78994,Fertilizer,MOP (Muriate of Potash),100,g,0.0,0.0,60.0,Chlorine (47g)
REC_76981,Fertilizer,Compost / Organic,100,g,1.5,1.0,1.5,Organic Carbon (20g)
REC_55655,Pesticide,Glyphosate,100,g,8.2,18.3,0.0,"Carbon, Organophosphorus"
REC_66371,Pesticide,Imidacloprid,100,g,21.9,0.0,0.0,Chlorine (13g)
REC_36503,Fertilizer,NPK_15-15-15,100,g,15.0,15.0,15.0,Sulfur (10g)
REC_61991,Fertilizer,Dolomite,100,g,0.0,0.0,0.0,"Calcium (22g), Magnesium (11g)"
REC_90863,Fertilizer,MOP (Muriate of Potash),100,g,0.0,0.0,60.0,Chlorine (47g)
REC_15390,Pesticide,Mancozeb,100,g,0.0,0.0,0.0,"Manganese (16g), Zinc (2g), Sulfur"
REC_19882,Pesticide,Mancozeb,100,g,0.0,0.0,0.0,"Manganese (16g), Zinc (2g), Sulfur"
REC_23043,Pesticide,Captan,100,g,4.6,0.0,0.0,"Sulfur (10g), Chlorine (35g)"
REC_54046,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
REC_18587,Fertilizer,Urea,100,g,46.0,0.0,0.0,None
REC_79587,Pesticide,Mancozeb,100,g,0.0,0.0,0.0,"Manganese (16g), Zinc (2g), Sulfur"
REC_70097,Pesticide,Imidacloprid,100,g,21.9,0.0,0.0,Chlorine (13g)
REC_21789,Pesticide,Glyphosate,100,g,8.2,18.3,0.0,"Carbon, Organophosphorus"
REC_89779,Pesticide,Captan,100,g,4.6,0.0,0.0,"Sulfur (10g), Chlorine (35g)"
REC_15963,Fertilizer,MOP (Muriate of Potash),100,g,0.0,0.0,60.0,Chlorine (47g)
REC_30038,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
REC_84743,Fertilizer,MOP (Muriate of Potash),100,g,0.0,0.0,60.0,Chlorine (47g)
REC_26663,Fertilizer,Dolomite,100,g,0.0,0.0,0.0,"Calcium (22g), Magnesium (11g)"
REC_77787,Pesticide,Glyphosate,100,g,8.2,18.3,0.0,"Carbon, Organophosphorus"
REC_95710,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
REC_45606,Fertilizer,Compost / Organic,100,g,1.5,1.0,1.5,Organic Carbon (20g)
REC_94248,Fertilizer,Compost / Organic,100,g,1.5,1.0,1.5,Organic Carbon (20g)
REC_72324,Pesticide,Chlorpyrifos,100,g,4.0,8.8,0.0,"Chlorine (30g), Sulfur (9g)"
REC_77488,Pesticide,Chlorpyrifos,100,g,4.0,8.8,0.0,"Chlorine (30g), Sulfur (9g)"
REC_85178,Fertilizer,Compost / Organic,100,g,1.5,1.0,1.5,Organic Carbon (20g)
REC_88616,Pesticide,Captan,100,g,4.6,0.0,0.0,"Sulfur (10g), Chlorine (35g)"
REC_75582,Pesticide,Imidacloprid,100,g,21.9,0.0,0.0,Chlorine (13g)
REC_89562,Pesticide,Glyphosate,100,g,8.2,18.3,0.0,"Carbon, Organophosphorus"
REC_34830,Fertilizer,Dolomite,100,g,0.0,0.0,0.0,"Calcium (22g), Magnesium (11g)"
REC_92098,Pesticide,Glyphosate,100,g,8.2,18.3,0.0,"Carbon, Organophosphorus"
REC_82100,Fertilizer,Compost / Organic,100,g,1.5,1.0,1.5,Organic Carbon (20g)
REC_52956,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
REC_96817,Pesticide,Glyphosate,100,g,8.2,18.3,0.0,"Carbon, Organophosphorus"
REC_44580,Fertilizer,NPK_15-15-15,100,g,15.0,15.0,15.0,Sulfur (10g)
REC_17691,Fertilizer,Compost / Organic,100,g,1.5,1.0,1.5,Organic Carbon (20g)
REC_34927,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
REC_78462,Pesticide,Mancozeb,100,g,0.0,0.0,0.0,"Manganese (16g), Zinc (2g), Sulfur"
REC_59063,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
REC_88149,Fertilizer,Compost / Organic,100,g,1.5,1.0,1.5,Organic Carbon (20g)
REC_59485,Fertilizer,NPK_15-15-15,100,g,15.0,15.0,15.0,Sulfur (10g)
REC_11896,Pesticide,Captan,100,g,4.6,0.0,0.0,"Sulfur (10g), Chlorine (35g)"
REC_75111,Fertilizer,Compost / Organic,100,g,1.5,1.0,1.5,Organic Carbon (20g)
REC_47551,Pesticide,Captan,100,g,4.6,0.0,0.0,"Sulfur (10g), Chlorine (35g)"
REC_11013,Fertilizer,Dolomite,100,g,0.0,0.0,0.0,"Calcium (22g), Magnesium (11g)"
REC_26627,Fertilizer,Dolomite,100,g,0.0,0.0,0.0,"Calcium (22g), Magnesium (11g)"
REC_87753,Fertilizer,Urea,100,g,46.0,0.0,0.0,None
REC_88698,Pesticide,Captan,100,g,4.6,0.0,0.0,"Sulfur (10g), Chlorine (35g)"
REC_26278,Pesticide,Glyphosate,100,g,8.2,18.3,0.0,"Carbon, Organophosphorus"
REC_40003,Pesticide,Glyphosate,100,g,8.2,18.3,0.0,"Carbon, Organophosphorus"
REC_34381,Pesticide,Imidacloprid,100,g,21.9,0.0,0.0,Chlorine (13g)
REC_74989,Pesticide,Captan,100,g,4.6,0.0,0.0,"Sulfur (10g), Chlorine (35g)"
REC_46015,Pesticide,Mancozeb,100,g,0.0,0.0,0.0,"Manganese (16g), Zinc (2g), Sulfur"
REC_99865,Pesticide,Chlorpyrifos,100,g,4.0,8.8,0.0,"Chlorine (30g), Sulfur (9g)"
REC_25973,Pesticide,Imidacloprid,100,g,21.9,0.0,0.0,Chlorine (13g)
REC_46906,Fertilizer,Urea,100,g,46.0,0.0,0.0,None
REC_91800,Pesticide,Glyphosate,100,g,8.2,18.3,0.0,"Carbon, Organophosphorus"
REC_35430,Fertilizer,MOP (Muriate of Potash),100,g,0.0,0.0,60.0,Chlorine (47g)
REC_11713,Pesticide,Imidacloprid,100,g,21.9,0.0,0.0,Chlorine (13g)
REC_91230,Fertilizer,Dolomite,100,g,0.0,0.0,0.0,"Calcium (22g), Magnesium (11g)"
REC_51567,Pesticide,Mancozeb,100,g,0.0,0.0,0.0,"Manganese (16g), Zinc (2g), Sulfur"
REC_61014,Fertilizer,Dolomite,100,g,0.0,0.0,0.0,"Calcium (22g), Magnesium (11g)"
REC_46521,Fertilizer,Compost / Organic,100,g,1.5,1.0,1.5,Organic Carbon (20g)
REC_55661,Pesticide,Imidacloprid,100,g,21.9,0.0,0.0,Chlorine (13g)
REC_47751,Pesticide,Glyphosate,100,g,8.2,18.3,0.0,"Carbon, Organophosphorus"
REC_75231,Fertilizer,NPK_15-15-15,100,g,15.0,15.0,15.0,Sulfur (10g)
REC_73979,Pesticide,Captan,100,g,4.6,0.0,0.0,"Sulfur (10g), Chlorine (35g)"
REC_23499,Pesticide,Chlorpyrifos,100,g,4.0,8.8,0.0,"Chlorine (30g), Sulfur (9g)"
REC_70570,Pesticide,Captan,100,g,4.6,0.0,0.0,"Sulfur (10g), Chlorine (35g)"
REC_82754,Pesticide,Captan,100,g,4.6,0.0,0.0,"Sulfur (10g), Chlorine (35g)"
REC_65144,Pesticide,Glyphosate,100,g,8.2,18.3,0.0,"Carbon, Organophosphorus"
REC_85095,Pesticide,Glyphosate,100,g,8.2,18.3,0.0,"Carbon, Organophosphorus"
REC_16891,Pesticide,Captan,100,g,4.6,0.0,0.0,"Sulfur (10g), Chlorine (35g)"
REC_59279,Fertilizer,Dolomite,100,g,0.0,0.0,0.0,"Calcium (22g), Magnesium (11g)"
REC_69948,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
REC_68054,Fertilizer,Dolomite,100,g,0.0,0.0,0.0,"Calcium (22g), Magnesium (11g)"
REC_80106,Pesticide,Chlorpyrifos,100,g,4.0,8.8,0.0,"Chlorine (30g), Sulfur (9g)"
REC_79473,Pesticide,Glyphosate,100,g,8.2,18.3,0.0,"Carbon, Organophosphorus"
REC_60490,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
REC_85284,Fertilizer,NPK_15-15-15,100,g,15.0,15.0,15.0,Sulfur (10g)
REC_60996,Fertilizer,Dolomite,100,g,0.0,0.0,0.0,"Calcium (22g), Magnesium (11g)"
REC_97787,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
REC_36505,Pesticide,Glyphosate,100,g,8.2,18.3,0.0,"Carbon, Organophosphorus"
REC_82205,Pesticide,Glyphosate,100,g,8.2,18.3,0.0,"Carbon, Organophosphorus"
REC_41057,Fertilizer,NPK_15-15-15,100,g,15.0,15.0,15.0,Sulfur (10g)
REC_50886,Pesticide,Glyphosate,100,g,8.2,18.3,0.0,"Carbon, Organophosphorus"
REC_98310,Fertilizer,Urea,100,g,46.0,0.0,0.0,None
REC_57562,Pesticide,Imidacloprid,100,g,21.9,0.0,0.0,Chlorine (13g)
REC_91035,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
REC_74513,Pesticide,Mancozeb,100,g,0.0,0.0,0.0,"Manganese (16g), Zinc (2g), Sulfur"
REC_77864,Fertilizer,Dolomite,100,g,0.0,0.0,0.0,"Calcium (22g), Magnesium (11g)"
REC_20356,Fertilizer,MOP (Muriate of Potash),100,g,0.0,0.0,60.0,Chlorine (47g)
REC_52065,Fertilizer,NPK_15-15-15,100,g,15.0,15.0,15.0,Sulfur (10g)
REC_23470,Pesticide,Glyphosate,100,g,8.2,18.3,0.0,"Carbon, Organophosphorus"
REC_37003,Fertilizer,Dolomite,100,g,0.0,0.0,0.0,"Calcium (22g), Magnesium (11g)"
REC_66803,Fertilizer,NPK_15-15-15,100,g,15.0,15.0,15.0,Sulfur (10g)
REC_57868,Pesticide,Imidacloprid,100,g,21.9,0.0,0.0,Chlorine (13g)
REC_59748,Pesticide,Captan,100,g,4.6,0.0,0.0,"Sulfur (10g), Chlorine (35g)"
REC_48839,Fertilizer,MOP (Muriate of Potash),100,g,0.0,0.0,60.0,Chlorine (47g)
REC_49386,Pesticide,Glyphosate,100,g,8.2,18.3,0.0,"Carbon, Organophosphorus"
REC_83808,Pesticide,Chlorpyrifos,100,g,4.0,8.8,0.0,"Chlorine (30g), Sulfur (9g)"
REC_68350,Pesticide,Mancozeb,100,g,0.0,0.0,0.0,"Manganese (16g), Zinc (2g), Sulfur"
REC_56041,Fertilizer,Urea,100,g,46.0,0.0,0.0,None
REC_47709,Fertilizer,Compost / Organic,100,g,1.5,1.0,1.5,Organic Carbon (20g)
REC_23099,Pesticide,Mancozeb,100,g,0.0,0.0,0.0,"Manganese (16g), Zinc (2g), Sulfur"
REC_57059,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
REC_64993,Fertilizer,Dolomite,100,g,0.0,0.0,0.0,"Calcium (22g), Magnesium (11g)"
REC_58342,Pesticide,Captan,100,g,4.6,0.0,0.0,"Sulfur (10g), Chlorine (35g)"
REC_12347,Fertilizer,Urea,100,g,46.0,0.0,0.0,None
REC_68425,Pesticide,Mancozeb,100,g,0.0,0.0,0.0,"Manganese (16g), Zinc (2g), Sulfur"
REC_83350,Fertilizer,Dolomite,100,g,0.0,0.0,0.0,"Calcium (22g), Magnesium (11g)"
REC_13720,Pesticide,Chlorpyrifos,100,g,4.0,8.8,0.0,"Chlorine (30g), Sulfur (9g)"
REC_96732,Pesticide,Imidacloprid,100,g,21.9,0.0,0.0,Chlorine (13g)
REC_30022,Pesticide,Chlorpyrifos,100,g,4.0,8.8,0.0,"Chlorine (30g), Sulfur (9g)"
REC_97303,Fertilizer,NPK_15-15-15,100,g,15.0,15.0,15.0,Sulfur (10g)
REC_77490,Pesticide,Mancozeb,100,g,0.0,0.0,0.0,"Manganese (16g), Zinc (2g), Sulfur"
REC_71603,Fertilizer,Dolomite,100,g,0.0,0.0,0.0,"Calcium (22g), Magnesium (11g)"
REC_49310,Pesticide,Mancozeb,100,g,0.0,0.0,0.0,"Manganese (16g), Zinc (2g), Sulfur"
REC_78055,Pesticide,Captan,100,g,4.6,0.0,0.0,"Sulfur (10g), Chlorine (35g)"
REC_74296,Fertilizer,NPK_15-15-15,100,g,15.0,15.0,15.0,Sulfur (10g)
REC_47605,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
REC_78260,Pesticide,Imidacloprid,100,g,21.9,0.0,0.0,Chlorine (13g)
REC_39465,Pesticide,Captan,100,g,4.6,0.0,0.0,"Sulfur (10g), Chlorine (35g)"
REC_83225,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
REC_27108,Pesticide,Imidacloprid,100,g,21.9,0.0,0.0,Chlorine (13g)
REC_31898,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
REC_88163,Fertilizer,Compost / Organic,100,g,1.5,1.0,1.5,Organic Carbon (20g)
REC_62157,Fertilizer,MOP (Muriate of Potash),100,g,0.0,0.0,60.0,Chlorine (47g)
REC_72986,Fertilizer,Dolomite,100,g,0.0,0.0,0.0,"Calcium (22g), Magnesium (11g)"
REC_31033,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
REC_65426,Pesticide,Glyphosate,100,g,8.2,18.3,0.0,"Carbon, Organophosphorus"
REC_41244,Pesticide,Glyphosate,100,g,8.2,18.3,0.0,"Carbon, Organophosphorus"
REC_28554,Pesticide,Mancozeb,100,g,0.0,0.0,0.0,"Manganese (16g), Zinc (2g), Sulfur"
REC_97093,Pesticide,Imidacloprid,100,g,21.9,0.0,0.0,Chlorine (13g)
REC_89059,Pesticide,Imidacloprid,100,g,21.9,0.0,0.0,Chlorine (13g)
REC_81201,Pesticide,Mancozeb,100,g,0.0,0.0,0.0,"Manganese (16g), Zinc (2g), Sulfur"
REC_44612,Fertilizer,MOP (Muriate of Potash),100,g,0.0,0.0,60.0,Chlorine (47g)
REC_53399,Pesticide,Imidacloprid,100,g,21.9,0.0,0.0,Chlorine (13g)
REC_35694,Pesticide,Imidacloprid,100,g,21.9,0.0,0.0,Chlorine (13g)
REC_59076,Pesticide,Chlorpyrifos,100,g,4.0,8.8,0.0,"Chlorine (30g), Sulfur (9g)"
REC_42408,Fertilizer,Urea,100,g,46.0,0.0,0.0,None
REC_33752,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
REC_30679,Pesticide,Mancozeb,100,g,0.0,0.0,0.0,"Manganese (16g), Zinc (2g), Sulfur"
REC_53698,Pesticide,Chlorpyrifos,100,g,4.0,8.8,0.0,"Chlorine (30g), Sulfur (9g)"
REC_72343,Pesticide,Mancozeb,100,g,0.0,0.0,0.0,"Manganese (16g), Zinc (2g), Sulfur"
REC_48472,Pesticide,Imidacloprid,100,g,21.9,0.0,0.0,Chlorine (13g)
REC_76187,Pesticide,Imidacloprid,100,g,21.9,0.0,0.0,Chlorine (13g)
REC_77145,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
REC_62675,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
REC_85110,Pesticide,Glyphosate,100,g,8.2,18.3,0.0,"Carbon, Organophosphorus"
REC_31537,Pesticide,Glyphosate,100,g,8.2,18.3,0.0,"Carbon, Organophosphorus"
REC_25472,Fertilizer,NPK_15-15-15,100,g,15.0,15.0,15.0,Sulfur (10g)
REC_46675,Fertilizer,NPK_15-15-15,100,g,15.0,15.0,15.0,Sulfur (10g)
REC_75297,Fertilizer,MOP (Muriate of Potash),100,g,0.0,0.0,60.0,Chlorine (47g)
REC_89752,Pesticide,Mancozeb,100,g,0.0,0.0,0.0,"Manganese (16g), Zinc (2g), Sulfur"
REC_51426,Fertilizer,Urea,100,g,46.0,0.0,0.0,None
REC_41774,Fertilizer,Dolomite,100,g,0.0,0.0,0.0,"Calcium (22g), Magnesium (11g)"
REC_81515,Pesticide,Mancozeb,100,g,0.0,0.0,0.0,"Manganese (16g), Zinc (2g), Sulfur"
REC_53622,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
REC_13888,Pesticide,Chlorpyrifos,100,g,4.0,8.8,0.0,"Chlorine (30g), Sulfur (9g)"
REC_42258,Pesticide,Captan,100,g,4.6,0.0,0.0,"Sulfur (10g), Chlorine (35g)"
REC_59386,Fertilizer,Dolomite,100,g,0.0,0.0,0.0,"Calcium (22g), Magnesium (11g)"
REC_43323,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
